ID,Title,Organization Name,City2,Province2,Date(s),Topics,Summary,Source Link,Image,Image Source Link
43,Edmonton Pride Dates and Locations 1991,"[""Edmonton Pride Festival""]",Edmonton,AB,"June 19-29, 1991","[""Festival Dates""]","<span style=""color&#58;rgb(0, 0, 0);"">​Dates&#58; June 19 - 29, 1991<p>Location&#58; Unknown</p><p>&quot;Pride '91, Edmonton's Gay and Lesbian Festival June 19-29, 1991 [display 
advertisement]. P65 (v9n4)(June 12, 1991)&#58; [2]  (19cm.)&quot;<br></p></span><br>","""https://library.usask.ca/srsd/perceptions/965.html"", ""https://library.usask.ca/srsd/perceptions/965.html""",,
44,Edmonton Pride Awards 1995,"[""Edmonton Pride Festival""]",Edmonton,AB,16-Jun-95,"[""Proclamation/Award/Accolade""]","<span style=""color&#58;black;"">​<span>Maureen Irwin award — Anne Erskine<br></span><div>Michael Phair award — George Davison<br></div><div>Certificates&#58; The Gay and Lesbian Archives, Alberta Sings OUT!, Parents and Friends of Lesbians and Gays, Hole's Greenhouses and Gardens Ltd., Stan Calder, Janet Campbell, Gil Cote and the Edmonton police liaison committee.<br></div><div><br></div><span>Counsellor, lawyer honored by Gay Pride; ARCHIVES&#58; [FINAL Edition] LINDORES, SHARON. Edmonton Journal; Edmonton, Alta. [Edmonton, Alta].&#160;17 June 1995&#58; B.2. &#160; </span></span><br>","""https://www.proquest.com/canadiannews/docview/252174387/C694CBFFC16A439EPQ/1?accountid=14369"", ""https://www.proquest.com/canadiannews/docview/252174387/C694CBFFC16A439EPQ/1?accountid=14369""",,
45,Edmonton - No Gay and Lesbian Awareness Day 2019,"[""Edmonton Pride Festival""]",Edmonton,AB,31-May-89,"[""Political Event""]","<span style=""color&#58;black;"">​No awareness day [Edmonton city council voted down request from Gay and Lesbian
Awareness (GALA) for city to recognize Gay and Lesbian Awareness Day].
By Shawn R. Mooney.

<br>P49 (v7n4)(May 31, 1989)&#58; 15  (29cm.)</span><br>","""https://library.usask.ca/srsd/perceptions/965.html"", ""https://library.usask.ca/srsd/perceptions/965.html""",,
46,First Pride North of 55 Event ,"[""Pride North of 55""]",Thompson,MB,June 28th 2014,"[""First Parade/March"",""First Festival""]","<span style=""color&#58;black;"">​The First ever pride event in the city of Thompson</span><br>",https://www.facebook.com/PrideNorth/ ,,
47,Thompson Pride North of 55 Festival 2015,"[""Pride North of 55 ""]",Thompson,MB,June 22nd-27th 2015,"[""Festival Dates"",""Change in Number of Festival Days""]","<span style=""color&#58;black;"">​<span lang=""EN-US"" style=""margin&#58;0px;color&#58;windowtext;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;font-family&#58;&quot;Times New Roman&quot;, &quot;Times New Roman_MSFontService&quot;, serif;line-height&#58;17px;""><span style=""margin&#58;0px;"">The events were scheduled as&#58; June 22&#58; flag raising ceremony ; June 23&#58; sweat lodge; June 26&#58; youth dance and June 27&#58; mini-festival.&#160;</span></span><span style=""margin&#58;0px;color&#58;windowtext;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;line-height&#58;17px;font-family&#58;&quot;Times New Roman&quot;, &quot;Times New Roman_MSFontService&quot;, serif;"">&#160;</span></span><br>",https://www.facebook.com/PrideNorth/,2015.jpg,https://www.facebook.com/PrideNorth/photos/993617940678813
48,Thompson North of 55 Festival 2016,"[""Pride North of 55""]",Thompson,MB,June 20th - 26th 2016,"[""Festival Dates""]","<span style=""color&#58;black;"">​Third Annual Pride Festival</span><br>",https://www.facebook.com/PrideNorth/,2016.jpg,https://www.facebook.com/PrideNorth/photos/1300451649995439
49,Pride North of 55 March 2017,"[""Pride North of 55 ""]",Thompson,MB,September 16th 2017 ,"[""Festival Dates""]","<span style=""color&#58;black;"">​Pride March&#160;</span><br>","https://www.facebook.com/PrideNorth/"", ""https://www.facebook.com/PrideNorth/",2017.jpg,https://www.facebook.com/PrideNorth/photos/1688902497817017
50,Thompson Pride Festivities 2018,"[""Pride North of 55 ""]",Thompson,MB,September 22nd 2018,"[""Festival Dates""]","<span style=""color&#58;black;"">​Fifth Annual Pride Celebrations</span><br>","https://www.facebook.com/PrideNorth/"", ""https://www.facebook.com/PrideNorth/",2018.jpg,https://www.facebook.com/PrideNorth/photos/2196173650423230
51,Thompson Pride North of 55 Festival 2019,"[""Pride North of 55 ""]",Thompson,MB,September 20th and 21st 2019,"[""Change in Number of Festival Days""]","<span style=""color&#58;black;"">​<span lang=""EN-US"" style=""alignment-baseline&#58;auto;backface-visibility&#58;visible;baseline-shift&#58;0px;border-color&#58;rgb(0, 0, 0);border-collapse&#58;separate;border-width&#58;0px;border-style&#58;none;border-spacing&#58;0px;border-radius&#58;0px;box-shadow&#58;none;box-sizing&#58;content-box;clear&#58;none;clip&#58;auto;clip-path&#58;none;clip-rule&#58;nonzero;color-interpolation&#58;srgb;color-interpolation-filters&#58;linearrgb;color-rendering&#58;auto;columns&#58;auto auto;column-fill&#58;balance;column-rule&#58;0px none rgb(0, 0, 0);column-span&#58;none;counter-increment&#58;none;counter-reset&#58;none;cursor&#58;text;display&#58;inline;dominant-baseline&#58;auto;fill-opacity&#58;1;fill-rule&#58;nonzero;flex&#58;0 1 auto;flex-flow&#58;row nowrap;flood-opacity&#58;1;font-family&#58;WordVisi_MSFontService, &quot;Times New Roman&quot;, &quot;Times New Roman_MSFontService&quot;, serif;height&#58;auto;image-rendering&#58;auto;line-height&#58;17px;margin&#58;0px;mask&#58;none;max-height&#58;none;max-width&#58;none;min-height&#58;0px;min-width&#58;0px;opacity&#58;1;order&#58;0;outline&#58;rgb(0, 0, 0) none 0px;perspective&#58;none;perspective-origin&#58;0px 0px;pointer-events&#58;none;ruby-position&#58;over;shape-rendering&#58;auto;stop-opacity&#58;1;stroke&#58;none;stroke-dasharray&#58;none;stroke-dashoffset&#58;0px;stroke-linecap&#58;butt;stroke-linejoin&#58;miter;stroke-miterlimit&#58;4;stroke-opacity&#58;1;stroke-width&#58;1px;table-layout&#58;auto;text-align&#58;left;text-align-last&#58;auto;text-anchor&#58;start;text-emphasis-position&#58;over;text-overflow&#58;clip;text-rendering&#58;auto;text-shadow&#58;none;text-underline-position&#58;auto;transform-origin&#58;0px 0px;transform-style&#58;flat;transition&#58;all 0s ease 0s;width&#58;auto;writing-mode&#58;horizontal-tb;z-index&#58;auto;zoom&#58;1;""><span> The two-day long celebrations included flag raising, march and rally and a social (18+).</span></span></span><br>",https://www.facebook.com/PrideNorth/,2019.jpg,https://www.facebook.com/PrideNorth/photos/3230813853625866
52,First The Pas Pride Event,"[""The Pas Pride ""]",The Pas,MB,August 19th 2019,"[""First Parade/March"",""First Festival""]","<span style=""color&#58;black;"">​<span lang=""EN-CA"" style=""margin&#58;0px;color&#58;windowtext;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;font-family&#58;&quot;Times New Roman&quot;, &quot;Times New Roman_MSFontService&quot;, serif;line-height&#58;17px;""><span style=""margin&#58;0px;"">The first Pride Walk in The Pas took place on 19th august, 2019. Pride Walk started at 6pm from Rainbow Crosswalk, out front of the Roy H Johnston Arena, and ended. at 145 La Rose Ave.</span></span><span style=""margin&#58;0px;color&#58;windowtext;text-align&#58;left;background-color&#58;rgb(255, 255, 255);font-size&#58;11pt;line-height&#58;17px;font-family&#58;&quot;Times New Roman&quot;, &quot;Times New Roman_MSFontService&quot;, serif;"">&#160;</span></span><br>","""https://www.facebook.com/thepaspride/ """,,
53,First Steinbach Pride Parade,"[""Steinbach Pride""]",Steinbach,MB,9-Jul-16,"[""First Parade/March""]","<span style=""color&#58;black;""><div style=""margin-top&#58;14.6667px;margin-bottom&#58;14.6667px;""><span style=""color&#58;black;font-family&#58;&quot;Open Sans&quot;, sans-serif;font-size&#58;16px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">​</span><span style=""color&#58;rgb(34, 34, 34);font-family&#58;&quot;Open Sans&quot;, sans-serif;font-size&#58;16px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">Thousands of people took to the streets in brightly coloured clothes in a show of celebration of the inaugural Pride parade in Steinbach, Man., Saturday morning.</span><br></div>​<span style=""color&#58;rgb(34, 34, 34);font-family&#58;&quot;Open Sans&quot;, sans-serif;font-size&#58;16px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">Police estimated between 2,500 and 5,000 people came to the community of&#160;about 13,500 for the parade.</span></span><br>","""https://www.cbc.ca/news/canada/manitoba/steinbach-first-pride-1.3671878?fbclid=IwAR3dvRltq5hYLDiM6-PqCJJPKeqPEq_lVf7PKClABc-4GQJcUZY1jVvA9Qc"", ""https://www.cbc.ca/news/canada/manitoba/steinbach-first-pride-1.3671878?fbclid=IwAR3dvRltq5hYLDiM6-PqCJJPKeqPEq_lVf7PKClABc-4GQJcUZY1jVvA9Qc""",1.jpg,https://i.cbc.ca/1.3671976.1468084208!/fileImage/httpImage/image.jpg_gen/derivatives/original_1180/steinbach-pride-9.jpg
54,Steinbach Pride Parade 2017,"["" Steinbach Pride""]",Steinbach,MB,July 15 2017,"[""Festival Dates""]","<span style=""color&#58;black;"">​<span style=""color&#58;rgb(44, 44, 44);font-family&#58;CTVSans-Regular, arial, sans-serif;font-size&#58;18px;text-align&#58;left;display&#58;inline !important;"">People in the small southeastern Manitoba city marched in the second annual Pride parade.</span></span><br>","""https://winnipeg.ctvnews.ca/still-a-lot-of-homophobia-here-steinbach-holds-second-annual-pride-march-1.3504760"", ""https://winnipeg.ctvnews.ca/still-a-lot-of-homophobia-here-steinbach-holds-second-annual-pride-march-1.3504760""",2.jpg,https://winnipeg.ctvnews.ca/polopoly_fs/1.3504783!/httpImage/image.jpg_gen/derivatives/landscape_620/image.jpg
55,Steinbach Pride Parade 2018,"[""Steinbach Pride""]",Steinbach,MB,21-Jul-18,"[""Festival Dates""]","<span style=""color&#58;black;"">​<span style=""color&#58;rgb(34, 34, 34);font-family&#58;&quot;Open Sans&quot;, sans-serif;font-size&#58;16px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">Hundreds hit the streets of Steinbach, Man.&#160;Saturday for the community's third annual Pride parade.</span></span><br>","""https://www.cbc.ca/news/canada/manitoba/steinbach-pride-parade-1.4756896"", ""https://www.cbc.ca/news/canada/manitoba/steinbach-pride-parade-1.4756896""",3.jpg,https://i.cbc.ca/1.4756901.1532228340!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_780/steinbach-pride-1.jpg
56,Steinbach Pride Parade 2019,"[""Steinbach Pride""]",Steinbach,MB,6-Jul-19,"[""Festival Dates""]","<span style=""color&#58;black;"">​<span style=""color&#58;rgb(25, 25, 25);font-family&#58;&quot;Open Sans&quot;, sans-serif;font-size&#58;16px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">In 2019, the last iteration of the march before public health orders barred mass gatherings to slow the spread of the novel coronavirus, nearly 500 residents, business owners and community groups lined the sidewalks and streets to show their support for the LGBTQ2S+ community. Speeches focusing on mental health and wellbeing for marginalized groups were echoed throughout K.R. Barkman Park as part of the festivities.</span></span><br>","""https://www.winnipegfreepress.com/the-carillon/local/Pride-put-on-hold-for-pandemic-574629171.html"", ""https://www.winnipegfreepress.com/the-carillon/local/Pride-put-on-hold-for-pandemic-574629171.html""",4.jpg,https://media.winnipegfreepress.com/images/Steinbach+Pride+cancelled+FILE+-+NBN.JPG
57,Pembina Valley Trans Community Event 2016,"[""Pembina Valley Pride ""]",Pembina Valley Region,MB,28-May-16,"[""Community Event""]","<span style=""color&#58;black;"">​<p style=""margin&#58;0pt 0pt 0.0001pt;font-family&#58;Calibri;font-size&#58;12pt;margin-top&#58;0.0000pt;margin-right&#58;0.0000pt;margin-bottom&#58;0.0000pt;margin-left&#58;0.0000pt;padding&#58;0pt 0pt 0pt 0pt;text-align&#58;left;""><span style=""letter-spacing&#58;0.0000pt;font-weight&#58;normal;font-size&#58;11.0000pt;background&#58;rgb(255,255,255);"">My Shoes will be an informative evening about gender and trans experiences. It will begin with a short presentation followed by an information period and a casual Q and A.&#160;</span><span style=""font-weight&#58;normal;font-size&#58;12.0000pt;""></span></p><p style=""margin&#58;0pt 0pt 0.0001pt;font-family&#58;Calibri;""><span style=""letter-spacing&#58;0.0000pt;font-weight&#58;normal;font-size&#58;11.0000pt;background&#58;rgb(255,255,255);"">The evening explores gender and the trans experience and is meant to increase visibility for the trans community, raise questions, promote empathy and spark a conversation.&#160;</span></p></span><br>",https://www.facebook.com/events/572326789596663/?post_id=572326799596662&view=permalink,5.jpg,https://www.facebook.com/pembinavalleypride/photos/gm.572326799596662/1708012412813806/
58,First Pembina Valley Pride March,"[""Pembina Valley Pride""]",Pembina Valley Region,MB,22-Jun-19,"[""First Parade/March""]","<span style=""color&#58;black;font-size&#58;12pt;"">​</span><span style=""color&#58;black;""><span style=""color&#58;rgb(84, 89, 95);font-family&#58;Raleway;font-size&#58;12pt;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">On June 22, 2019, the city of Morden saw its first ever Pride Parade. This was a huge accomplishment in an area that had never seen anything like it before.</span></span><br>",https://www.cbc.ca/news/canada/manitoba/morden-first-pride-festival-lgbtq-community-1.5186561,6.jpg,https://i.cbc.ca/1.5186627.1561299551!/fileImage/httpImage/image.JPG_gen/derivatives/original_1180/morden-pride.JPG
59,Pride Art Show in Altona 2021,"[""Pembina Valley Pride""]",Pembina Valley Region,MB,June 21- 27th 2021,"[""Community Event""]","<span style=""color&#58;black;"">​<p style=""margin&#58;0pt 0pt 0.0001pt;font-family&#58;Calibri;""><span style="""">last half of Pride Month in June, submissions from the area's Rainbow Community and its allies were on display in the windows of the Altona Police station located in the Civic Centre downtown </span><span style=""""></span></p></span><br>",https://www.pembinavalleyonline.com/local/pembina-valley-pride-on-display-in-altona,7.jpg,https://www.pembinavalleyonline.com/images/stories/newsphotos/2021/07_July/PVpride_artshow_2021_FB.jpg
60,First Brandon Pride Parade,"[""Brandon Pride""]",Brandon,MB,"May 29, 2015 - May 31, 2015","[""First Parade/March""]","<span style=""color&#58;black;"">​Brandon Pride worked with SERC - Brandon and Knox United Church to organize events including a Lunch &amp; Learn, flag raising, bowling, a Pride march and social, and a Church service.</span><br>",https://www.facebook.com/events/896389780424120/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,Brandon2015.jpg,https://www.facebook.com/WheatCityPride/photos/a.253058194859072/2163044080527131
61,Brandon Pride March 2016,"[""Brandon Pride""]",Brandon,MB,18-Jun-16,"[""Festival Dates""]","<span style=""color&#58;black;"">​<span style=""color&#58;black;font-family&#58;Calibri, Arial, Helvetica, sans-serif;background-color&#58;rgb(255, 255, 255);"">​</span><span style=""color&#58;black;font-family&#58;Calibri, Arial, Helvetica, sans-serif;background-color&#58;rgb(255, 255, 255);"">​The Pride March began at City Hall. After the march was the Pride in the Park event, which took place in Stanley Park and featured food and drink, as well as entertainment from local musicians Misty Street and Rage, My Darling. As well, local community organizations hosted information sessions and activities in the park.</span></span><br>",https://www.facebook.com/events/360621567394877/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,brandon-pride-flag-2016.jpeg,https://i.cbc.ca/1.3638533.1466091604!/fileImage/httpImage/image.JPG_gen/derivatives/16x9_940/brandon-pride-flag-2016.JPG
62,Brandon Pride March 2017,"[""Brandon Pride""]",Brandon,MB,17-Jun-17,"[""Festival Dates"",""Parade Marshal""]","<span style=""color&#58;black;"">​</span>The parade began with speakers at City Hall at 10&#58;30, and then the march at 11 am.<p>Grand marshals were Amelia Reid and Margaret Yorke.</p>","https://www.mbteach.org/mtscms/2017/06/02/join-mts-at-pride/
""Just can't hide my pride"", Brandon Sun, 06/11/2022",170617PrideParade13TS+c.jpeg,https://media.brandonsun.com/images/170617PrideParade13TS+c.JPG
63,Brandon Pride March 2018,"["" Brandon Pride""]",Brandon,MB,16-Jun-18,"[""Festival Dates"",""Attendance Record""]","<span style=""color&#58;black;"">​</span><span style=""color&#58;black;"">​The Pride Rally began at City hall at 11&#58;00 am, and the march began at 11&#58;30. The Pride Festival took place afterwards in Stanley Park.<p><br></p><p>100s turned out for Pride March</p></span><br>","https://www.mbteach.org/mtscms/2018/05/29/manitoba-pride-events-2018/

https://www.brandonsun.com/local/2018/06/18/hundreds-turn-out-for-pride-march",180618+PrideMarch2+ML.jpeg,https://media.brandonsun.com/images/1020*1020/180618+PrideMarch2+ML.jpg
64,Brandon Pride March 2019,"[""Brandon Pride""]",Brandon,MB,15-Jun-19,"[""Festival Dates""]","The celebrations began with a rally at City Hall, and then the march and finally the Pride Festival in Stanley Park.",https://www.mbteach.org/mtscms/2019/05/28/manitoba-pride-events-2019/,190611+Page+A1+Top+art+copy.jpeg,https://media.brandonsun.com/images/190611+Page+A1+Top+art+copy.JPG
65,First Flin Flon Pride,"[""Flin Flon Pride""]",Flin Flon,MB,"August 18, 2017 - August 19, 2017","[""First Parade/March""]","<span style=""color&#58;black;"">​There was a flag-raising ceremony and community barbecue on the 18th, followed by the parade and a community fair on the 19th. Around 250 people attended the flag-raising ceremony.</span><br>",https://moosejawpride.ca/flin-flon-pride-success/,download (1).jpeg,https://www.google.com/url?sa=i&url=https%3A%2F%2Fmoosejawpride.ca%2Fflin-flon-pride-success%2F&psig=AOvVaw2mrQ-LT7Cy9QJeMoSdIEDW&ust=1650765593151000&source=images&cd=vfe&ved=0CAwQjRxqFwoTCKivv5iLqfcCFQAAAAAdAAAAABAT
66,Flin Flon Pride 2018,"[""Flin Flon Pride""]",Flin Flon,MB,18-Aug-18,"[""Festival Dates""]","<span style=""color&#58;black;"">​</span>People were invited to register floats or walking groups for the parade.</div><div style=""font-family&#58;Calibri, Arial, Helvetica, sans-serif;font-size&#58;11pt;color&#58;rgb(0, 0, 0);""><p><br></p><p>According to Flin Flon Pride event organizer, Jordana Oulette, other events featured this year included a second chance prom, a family dance, and a teen movie night. This was also the first year to feature a Trans march</p>",https://www.facebook.com/events/261942821057458/?acontext=%7B%22event_action_history%22%3A[%7B%22surface%22%3A%22page%22%7D]%7D,1251769-flin-flon-pride-parade-2018-web.jpeg,https://www.vmcdn.ca/f/files/glaciermedia/import/mb/1251769-flin-flon-pride-parade-2018-web.jpg
